Record_ID,Year,Region,District,Commodity,Commodity_Category,Farm_Size_Ha,Area_Harvested_Ha,Production_MT,Yield_MT_per_Ha,Farmers_Count,Farmgate_Price_UGX_per_Kg,Estimated_Production_Value_UGX,Input_Cost_UGX,Estimated_Profit_UGX,Profit_Margin_Percent,Export_Volume_MT,Export_Value_USD,Export_Value_UGX,Export_Price_USD_per_MT,Import_Volume_MT,Import_Value_USD,Import_Price_USD_per_MT,Trade_Balance_USD,Export_Share_Percent,Global_Demand_Index,Employment_Estimate,Processing_Level,Value_Addition_Index,Market_Access_Index,Input_Cost_Index,Infrastructure_Index,Rainfall_Index,Climate_Risk_Index,Post_Harvest_Loss_Percent,Access_to_Finance_Index,Data_Status,Source_Basis
UAB-113157,2024,Central,Sembabule,Cassava,Roots & Tubers,1.18,0.93,9.62,10.34,1,734,7061080,3304287,3650876,51.7,0.47,142.85,554258,303.93,0.16,49.39,308.68,93.46,4.85,120,4,Dried Chips,75,79,150,45,132.0,10,3.0,51.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112060,2022,Eastern,Iganga,Millet,Cereals,1.0,0.8,0.77,0.96,5,2204,1697080,895164,689739,40.64,0.07,36.33,136237,519.04,0.01,5.79,579.27,30.54,8.73,115,11,Composite Flour,40,39,150,61,78.0,45,13.22,67.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113366,2022,Eastern,Jinja,Tobacco,Export Cash Crops,1.92,1.66,2.16,1.3,4,6190,13370400,5452231,7152045,53.49,1.68,6454.81,24205537,3842.15,0.05,171.65,3433.05,6283.16,77.79,99,9,Processed Cut Rag,62,82,142,68,59.0,68,11.46,38.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-102665,2016,Northern,Oyam,Soybeans,Legumes,3.45,3.06,5.48,1.79,10,1950,10686000,4442493,5330388,49.88,1.36,679.01,2322214,499.27,0.31,168.21,542.6,510.8,24.81,79,18,Crushed Oil/Meal,55,33,122,37,110.0,10,17.09,27.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112135,2021,Western,Rukungiri,Millet,Cereals,1.99,1.84,1.99,1.08,5,2360,4696400,2266542,2262431,48.17,0.22,87.62,313679,398.27,0.02,8.11,405.38,79.51,10.9,103,8,Raw Grain,19,57,125,53,67.0,54,7.13,62.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107256,2018,Northern,Kotido,Dairy/Milk,Livestock & Fisheries,3.19,1.99,7.32,3.68,7,1337,9786840,3993482,4904712,50.12,1.5,1580.37,5878976,1053.58,0.18,199.41,1107.81,1380.96,20.55,92,14,Pasteurized Milk,65,39,114,34,100.0,42,18.16,17.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101475,2019,Western,Hoima,Maize,Cereals,0.52,0.5,1.34,2.68,2,992,1329280,605398,636149,47.86,0.28,74.39,275243,265.69,0.17,39.19,230.52,35.2,20.83,93,6,Animal Feed Grade,89,62,129,62,109.0,18,13.2,70.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-109525,2018,Western,Fort Portal,Cocoa,Cash Crops (Export),1.11,1.0,0.81,0.81,5,11059,8957790,3678375,4936331,55.11,0.79,3046.01,11331157,3855.71,0.01,37.33,3732.95,3008.68,98.0,111,7,Fermented Beans,24,60,118,64,132.0,10,7.66,47.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113690,2019,Northern,Arua,Maize,Cereals,0.94,0.84,2.03,2.42,1,1308,2655239,1531514,949939,35.78,0.32,82.85,306545,258.92,0.11,31.59,287.14,51.26,15.99,71,1,Raw Grain,43,53,109,47,118.0,13,13.09,41.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-103760,2020,Eastern,Mayuge,Tea,Export Cash Crops,0.4,0.34,1.66,4.88,3,1644,2729040,1392645,1154095,42.29,1.34,2628.05,9776346,1961.23,0.07,149.1,2130.07,2478.95,80.91,101,4,Value-Added Blends,30,53,128,73,83.0,44,13.36,64.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-114482,2018,Eastern,Pallisa,Bananas,Roots & Tubers,0.4,0.34,4.11,12.1,3,849,3489390,1828655,1522206,43.62,0.2,82.29,306118,411.46,0.04,18.59,464.82,63.7,4.78,109,7,Puree/Flour/Wine,72,57,115,61,116.0,10,7.94,49.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-103757,2024,Central,Mubende,Horticultural Products,Horticulture,0.68,0.67,6.81,10.17,4,5162,35153220,19659153,14966768,42.58,5.77,16546.4,64200032,2867.66,0.12,293.18,2443.13,16253.22,84.66,127,7,Fresh Cut Flowers,37,73,144,94,117.0,10,3.0,56.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100700,2024,Northern,Lira,Groundnuts,Legumes,16.55,15.54,24.55,1.58,33,4896,120196800,52923565,56780054,47.24,3.04,3895.61,15114966,1281.45,2.04,2226.88,1091.61,1668.73,12.4,121,45,Peanut Butter/Paste,39,27,150,40,124.0,17,17.46,39.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100625,2016,Northern,Pader,Bananas,Roots & Tubers,3.28,3.07,39.2,12.77,6,697,27322400,13836549,11133392,40.75,2.13,762.52,2607818,357.99,0.23,75.12,326.63,687.4,5.44,92,10,Fresh Bunch,38,33,116,56,90.0,32,17.22,45.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107552,2015,Eastern,Iganga,Millet,Cereals,2.07,2.03,2.52,1.24,5,1604,4042080,2355266,1457021,36.05,0.17,66.62,215848,391.88,0.03,12.62,420.54,54.0,6.83,124,11,Composite Flour,69,54,84,51,96.0,21,11.37,32.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-116909,2017,Central,Kampala,Beef,Livestock & Fisheries,3.61,2.94,4.2,1.43,9,13634,57262800,30176706,25428335,44.41,0.15,573.57,2070587,3823.83,0.06,220.36,3672.75,353.21,3.46,80,12,Carcass Cut,34,91,95,59,104.0,30,5.79,63.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106848,2017,Central,Mukono,Fish,Livestock & Fisheries,0.68,0.61,1.83,3.0,1,9372,17150760,7141354,9273638,54.07,0.94,3769.47,13607786,4010.07,0.01,43.89,4388.95,3725.58,51.56,114,3,Chilled Fillet,52,98,95,69,88.0,36,8.58,57.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101154,2023,Northern,Kitgum,Horticultural Products,Horticulture,1.45,1.12,12.28,10.96,3,4730,58084400,27035070,27192525,46.82,8.44,25063.68,95743257,2969.63,0.21,664.13,3162.52,24399.55,68.75,123,7,Chilled Fresh Produce,50,41,150,36,133.0,10,13.28,28.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100265,2021,Central,Lwengo,Cassava,Roots & Tubers,0.77,0.67,7.27,10.85,1,635,4616450,2579788,1903939,41.24,0.28,60.76,217520,217.01,0.05,9.35,187.05,51.41,3.92,113,2,Fresh Tuber,16,91,135,73,88.0,45,5.75,59.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-105453,2020,Eastern,Bugiri,Coffee,Export Cash Crops,7.16,6.01,7.57,1.26,16,9869,74708330,29065655,40973404,54.84,7.13,27688.07,102999620,3883.32,0.01,35.35,3535.47,27652.72,94.18,113,30,Secondary Processed,77,66,129,55,94.0,36,12.5,43.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-109577,2018,Central,Mityana,Soybeans,Legumes,2.29,2.04,3.77,1.85,4,2260,8520200,3675488,4622334,54.25,0.74,365.68,1360329,494.16,0.69,322.47,467.35,43.21,19.56,102,7,Raw Seed,31,72,122,67,130.0,10,5.22,71.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100583,2024,WESTERN,Pallisa,Maize,Cereals,1.07,0.89,1.78,2.0,2,1611,2867580,1529695,1071486,37.37,0.54,196.23,761372,363.39,0.02,6.81,340.29,189.42,30.56,132,3,Raw Grain,36,75,150,62,103.0,24,18.58,30.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-116207,2024,Eastern,Pallisa,Dairy/Milk,Livestock & Fisheries,0.95,0.83,3.93,4.73,1,1708,6712440,2505904,3554758,52.96,0.57,732.11,2840586,1284.41,0.37,492.74,1331.72,239.37,14.6,127,3,Raw Liquid Milk,40,45,150,62,95.0,34,19.42,40.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113031,2019,Central,Wakiso,Onions,Horticulture,0.4,0.34,4.35,12.79,1,2751,11966850,5957189,5449014,45.53,0.41,257.02,950973,626.89,0.07,47.53,678.94,209.49,9.45,102,3,Dehydrated Powder,74,68,125,82,119.0,11,9.37,55.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-116115,2024,Northern,Kotido,Coffee,Export Cash Crops,1.15,0.92,1.8,1.96,4,10768,19382400,7334065,10721609,55.32,1.76,7791.8,30232184,4427.16,0.0,0.0,4647.86,7791.8,98.0,127,6,Graded Raw,42,35,150,33,117.0,11,13.69,36.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-114134,2017,Central,Mubende,Cotton,Export Cash Crops,0.4,0.28,0.36,1.28,2,2729,982440,375979,562202,57.23,0.21,302.84,1093252,1442.1,0.02,29.72,1486.06,273.12,57.75,86,3,Ginned Lint,35,72,125,57,102.0,33,9.01,27.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106707,2019,Central,Kampala,Irish Potatoes,Roots & Tubers,3.86,3.33,23.14,6.95,10,1462,33830680,13417399,18983934,56.11,0.87,436.26,1614162,501.45,0.39,197.5,506.4,238.76,3.78,97,16,Crisps/Frozen Potato,51,59,113,59,120.0,15,8.45,83.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-115012,2024,Western,Mbarara,Maize,Cereals,2.56,2.14,7.38,3.45,4,1440,10627200,4062258,5998512,56.44,1.91,624.23,2422012,326.82,0.09,29.0,322.25,595.23,25.83,136,6,Raw Grain,34,64,140,59,123.0,11,10.66,47.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107607,2018,Northern,Oyam,Soybeans,Legumes,1.94,1.64,2.82,1.72,4,2100,5922000,3161603,2243702,37.89,1.02,505.68,1881129,495.76,0.24,114.49,477.04,391.19,36.3,117,7,Raw Seed,29,45,134,57,89.0,42,17.45,36.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-103924,2024,Central,Mukono,Tobacco,Export Cash Crops,1.92,1.72,2.77,1.61,6,7721,21387170,10563348,10503014,49.11,2.32,9274.62,35985525,3997.68,0.03,112.65,3755.09,9161.97,83.9,115,10,Processed Cut Rag,46,80,121,91,104.0,21,3.0,85.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-105909,2020,Eastern,Mayuge,Cotton,Export Cash Crops,1.59,1.43,1.53,1.07,3,2695,4123350,1885839,1931352,46.84,1.1,1977.53,7356411,1797.75,0.02,32.32,1616.18,1945.21,71.72,90,6,Ginned Lint,35,49,128,44,113.0,17,14.85,44.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-110469,2016,Western,hoima ,Cassava,Roots & Tubers,0.3,0.25,3.66,14.65,1,452,1654320,638569,914423,55.27,0.1,18.17,62141,181.67,0.0,0.0,187.9,18.17,2.75,95,2,Fresh Tuber,28,64,99,66,69.0,70,12.25,66.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-103985,2019,Northern,Oyam,Beef,Livestock & Fisheries,2.74,2.24,4.32,1.93,9,13064,56436480,32080364,15605639,27.65,0.16,676.63,2503531,4228.94,0.01,40.28,4028.35,636.35,3.78,111,14,Chilled Prime Cuts,63,20,122,23,138.0,10,31.01,31.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119980,2023,Eastern,Katakwi,Irish Potatoes,Roots & Tubers,2.84,2.48,17.86,7.2,5,1846,32969560,14938874,16495952,50.03,0.54,318.8,1217816,590.37,0.18,96.81,537.85,221.99,3.0,116,11,Crisps/Frozen Potato,63,61,136,71,102.0,27,9.31,32.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-109341,2017,Western,Kibaale,Coffee,Export Cash Crops,3.7,3.19,4.21,1.32,9,7293,30703530,12892248,15150821,49.35,3.4,11836.83,42730956,3481.42,0.03,93.08,3102.71,11743.75,80.72,103,16,Specialty Roasted,78,57,99,52,69.0,54,17.33,57.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107008,2015,Eastern,Mayuge,Beans,Legumes,4.15,3.33,4.06,1.22,6,2812,11416719,5462294,5267138,46.14,0.96,610.77,1978894,636.22,0.39,230.86,591.95,379.91,23.63,120,10,Raw Sorted,27,49,106,55,90.0,43,12.04,34.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100827,2018,Northern,Nebbi,Millet,Cereals,5.49,4.48,5.96,1.33,8,1838,10954480,6319837,3797720,34.67,0.27,119.45,444354,442.4,0.03,12.97,432.26,106.48,4.48,113,16,Composite Flour,54,55,127,54,121.0,14,15.28,19.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100669,2023,Western,Kasese,Irish Potatoes,Roots & Tubers,3.87,3.53,20.44,5.79,12,1666,34053040,12625398,19764150,58.04,0.5,283.53,1083084,567.06,2.45,1217.26,496.84,-933.73,2.45,110,20,Crisps/Frozen Potato,57,72,150,60,119.0,19,9.77,58.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101296,2022,Western,Mbarara,Maize,Cereals,1.41,1.38,2.99,2.17,5,1159,3465410,1691585,1507508,43.5,0.71,264.52,991949,372.56,0.04,13.83,345.63,250.69,23.8,117,12,Animal Feed Grade,87,49,134,38,81.0,42,15.37,66.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-110154,2021,Central,Mukono,Beef,Livestock & Fisheries,0.5,0.42,0.77,1.84,1,13881,10688370,4408522,6104558,57.11,0.06,255.99,916444,4266.5,0.02,76.19,3809.31,179.8,7.48,108,5,Chilled Prime Cuts,55,83,111,62,84.0,46,3.28,73.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-116301,2016,Central,Mityana,Tea,Export Cash Crops,2.62,2.52,12.93,5.13,7,1369,17701170,8572019,8599000,48.58,10.78,17760.16,60739747,1647.51,0.25,430.19,1720.77,17329.97,83.37,98,14,Value-Added Blends,60,88,109,80,106.0,18,5.99,57.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101222,2017,Central,Lwengo,Sugarcane,Industrial Crops,1.0,0.86,46.36,53.91,3,166,7695760,3845354,3596830,46.74,7.52,3198.93,11548137,425.39,0.04,17.02,425.6,3181.91,16.23,105,4,Raw Cane,31,65,103,57,120.0,10,6.59,78.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111555,2020,Western,mbarara ,Groundnuts,Legumes,0.49,0.42,0.63,1.51,2,4589,2891070,1491466,1314895,45.48,0.05,47.89,178150,957.81,0.0,0.0,872.22,47.89,8.64,103,5,Shelling Raw,15,93,137,64,111.0,21,5.86,53.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-103768,2021,Northern,Nebbi,Groundnuts,Legumes,2.01,1.75,2.08,1.19,4,3850,8008000,3730913,3475085,43.4,0.26,287.38,1028820,1105.31,0.05,47.26,945.29,240.12,12.7,114,9,Peanut Butter/Paste,66,40,130,31,77.0,47,20.03,21.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-109576,2021,Northern,Kotido,Sorghum,Cereals,1.61,1.22,1.88,1.54,1,1350,2538000,1044488,1319532,51.99,0.29,106.03,379587,365.61,0.07,28.62,408.82,77.41,15.61,117,3,Malt Grade,70,55,122,47,87.0,38,13.71,27.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112958,2023,Northern,Dokolo,Cocoa,Export Cash Crops,0.4,0.33,0.35,1.06,3,11543,4040050,1983545,1735725,42.96,0.34,1665.11,6360720,4897.37,0.0,0.0,5061.17,1665.11,98.0,118,6,Semi-Processed Liquor,62,36,148,58,100.0,20,15.88,33.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-110721,2019,Eastern,Kamuli,Dairy/Milk,Livestock & Fisheries,1.01,0.78,3.97,5.09,4,1485,5895450,2299567,3472962,58.91,0.9,973.12,3600544,1081.25,0.1,122.65,1226.48,850.47,22.7,86,7,Pasteurized Milk,69,65,119,49,124.0,10,4.17,67.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-104679,2023,Western,Ntungamo,Sugarcane,Industrial Crops,1.0,0.93,56.84,61.12,3,213,12106920,5360929,6091611,50.32,13.33,7184.2,27443644,538.95,3.19,1685.28,528.3,5498.92,23.46,135,5,Raw Cane,21,75,127,74,122.0,12,10.81,74.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-115967,2023,Western,Ntungamo,Tea,Export Cash Crops,6.3,5.55,42.12,7.59,19,1464,61663680,24730461,31984708,51.87,41.28,80670.61,308161730,1954.23,2.68,6019.76,2246.18,74650.85,98.0,123,24,Made Tea (Black),15,46,148,57,80.0,44,16.05,55.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119368,2024,Western,Bushenyi,Rice,Cereals,0.59,0.44,1.36,3.1,2,4578,6226080,2416212,3640829,58.48,0.14,131.83,511500,941.67,0.19,203.9,1073.14,-72.07,10.08,117,4,Husked Rice,32,71,150,71,136.0,10,5.43,34.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112379,2017,Eastern,Kumi,Tea,Export Cash Crops,0.4,0.38,3.24,8.52,2,1351,4377240,2396467,1867183,42.66,2.96,5613.08,20263218,1896.31,0.01,20.01,2001.46,5593.07,91.5,101,4,Value-Added Blends,71,52,93,54,117.0,10,5.19,45.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106300,2021,Central,Kampala,Onions,Horticulture,3.78,3.25,37.54,11.55,9,2971,111531340,46277313,55361197,49.64,3.39,2325.91,8326757,686.11,0.09,62.17,690.76,2263.74,9.04,114,14,Fresh Bulb,34,52,119,72,80.0,66,17.74,62.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100358,2015,Central,Kayunga,Dairy/Milk,Livestock & Fisheries,0.5,0.43,2.13,4.96,1,1154,2458020,1273947,1077026,43.82,0.44,366.43,1187233,832.8,0.11,88.69,806.31,277.74,20.61,85,3,Pasteurized Milk,62,82,84,76,127.0,10,8.71,59.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101419,2018,Western,Rubirizi,Millet,Cereals,1.09,0.93,1.26,1.35,1,1851,2332260,956460,1227001,52.61,0.12,49.83,185367,415.25,0.0,0.0,391.0,49.83,9.87,91,3,Composite Flour,62,51,106,64,108.0,15,12.76,63.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-108700,2018,Eastern,Bugiri,Coffee,Export Cash Crops,2.9,2.6,6.94,2.67,9,8413,58386220,21724341,31880047,54.6,6.15,21432.14,79727560,3484.9,0.16,567.49,3546.83,20864.65,88.67,96,15,Secondary Processed,51,59,97,34,120.0,11,16.38,66.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-118024,2021,Northern,Pader,Millet,Cereals,0.3,0.26,0.37,1.42,1,1880,695600,354664,284661,40.92,0.01,4.56,16324,456.26,0.0,0.0,486.74,4.56,3.45,99,3,Raw Grain,36,33,126,37,96.0,41,16.18,43.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112574,2020,Western,Rukungiri,Rice,Cereals,3.15,2.77,8.75,3.16,6,3406,29802500,10933830,17883697,60.01,0.48,441.92,1643942,920.67,1.34,1088.95,812.65,-647.03,5.52,95,11,Milled White Rice,71,64,136,83,114.0,10,6.61,54.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113734,2018,Eastern,Iganga,Onions,Horticulture,0.2,0.19,3.13,16.46,1,2659,8322670,3193955,4650577,55.88,0.35,212.06,788863,605.9,0.28,149.74,534.77,62.32,11.15,95,2,Fresh Bulb,35,55,95,65,107.0,33,11.49,35.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111439,2020,Eastern,Pallisa,Sweet Potatoes,Roots & Tubers,2.47,2.04,20.67,10.13,6,618,12774060,6467238,5770311,45.17,0.35,92.8,345216,265.14,0.01,2.8,279.98,90.0,1.68,101,10,Fresh Tuber,19,74,133,44,98.0,28,8.4,40.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111626,2021,Central,Kyenjojo,Cotton,Export Cash Crops,2.26,2.05,2.19,1.07,3,3416,7481040,2722008,4588464,61.33,1.95,3037.44,10874035,1557.66,0.0,0.0,1645.48,3037.44,89.04,115,6,Ginned Lint,17,93,119,66,,29,4.56,69.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112286,2022,Northern,Dokolo,Beans,Legumes,0.99,0.91,1.67,1.83,4,3327,5556090,3240686,2074825,37.34,0.33,280.94,1053525,851.32,0.13,113.2,870.75,167.74,19.96,106,8,Canned/Packaged,49,32,138,48,84.0,57,8.66,,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-117185,2018,Northern,Apac,Onions,Horticulture,0.2,0.16,2.02,12.62,2,2524,5098480,2477077,2347104,46.04,0.15,93.14,346480,620.93,0.2,124.32,621.61,-31.18,7.38,90,4,Fresh Bulb,25,37,135,67,139.0,10,10.76,47.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113990,2021,Northern,Kitgum,Cassava,Roots & Tubers,1.81,1.77,23.01,13.0,8,573,13184730,5094701,7122929,54.02,0.28,63.41,227007,226.47,0.01,2.02,202.06,61.39,1.21,110,13,Fresh Tuber,40,44,135,28,101.0,28,14.67,18.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-109187,2016,Northern,Dokolo,Horticultural Products,Horticulture,1.38,1.32,13.54,10.26,3,3521,47674340,20962483,23033781,48.31,7.14,13654.75,46699245,1912.43,0.64,1082.39,1691.23,12572.36,52.76,91,6,Fresh Cut Flowers,30,55,122,65,63.0,54,15.43,32.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-102160,2018,Western,Ibanda,Fish,Livestock & Fisheries,3.2,2.53,10.75,4.25,9,10605,114003750,63837375,47983203,42.09,4.04,16040.42,59670362,3970.4,0.19,807.58,4250.4,15232.84,37.54,90,15,Chilled Fillet,41,76,130,82,140.0,10,3.83,66.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-114002,2017,Western,Ibanda,Tea,Export Cash Crops,2.59,2.34,20.85,8.91,10,1427,29752950,16580697,9567683,32.16,19.89,29144.22,105210634,1465.27,0.05,68.99,1379.83,29075.23,95.39,100,15,Made Tea (Black),30,43,112,34,97.0,37,24.23,43.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-105256,2018,Eastern,Katakwi,Bananas,Roots & Tubers,2.18,1.8,26.55,14.75,1,816,21664800,11429741,8665444,40.0,1.01,387.75,1442430,383.91,0.01,4.19,418.78,383.56,3.82,119,4,Fresh Bunch,34,67,105,38,125.0,10,14.49,22.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-114084,2016,Western,Kamwenge,Bananas,Roots & Tubers,0.34,0.33,4.0,12.12,1,654,2616000,1362017,1174718,44.91,0.05,19.91,68092,398.23,0.07,31.02,443.14,-11.11,1.33,99,2,Puree/Flour/Wine,48,60,108,55,83.0,51,6.06,50.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113500,2021,Northern,Lira,Rice,Cereals,4.0,3.37,11.19,3.32,7,3818,42723420,19689488,20961846,49.06,1.08,763.64,2733831,707.07,1.46,1034.91,708.84,-271.27,9.66,104,13,Milled White Rice,49,47,135,51,88.0,47,9.7,38.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-105911,2017,Eastern,Tororo,Bananas,Roots & Tubers,2.57,2.26,42.17,18.66,6,872,36772240,20011354,14370690,39.08,2.1,788.74,2847351,375.59,0.49,199.73,407.61,589.01,4.99,98,10,Fresh Bunch,32,61,104,51,102.0,31,13.0,24.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
